Scheme Name	Net Asset Value
HDFC Nifty G-Sec Jun 2027 Index Fund - Growth Option	12.3868
HDFC Nifty G-Sec Jun 2027 Index Fund - Growth Option - Direct Plan	12.4422
HDFC Nifty G-Sec Jun 2036 Index Fund - Growth Option	12.5919
HDFC Nifty G-Sec Jun 2036 Index Fund - Growth Option - Direct Plan	12.6545
HDFC Nifty G-Sec Sep 2032 Index Fund - Growth Option	12.6738
HDFC Nifty G-Sec Sep 2032 Index Fund - Growth Option - Direct Plan	12.7374
HDFC Nifty India Digital Index Fund - Growth Option - Direct	9.4443
HDFC Nifty India Digital Index Fund - Growth Option - Regular	9.4034
HDFC NIFTY LargeMidcap 250 Index Fund - Growth Option	10.1441
HDFC NIFTY LargeMidcap 250 Index Fund - Growth Option - Direct	10.1964
HDFC NIFTY Midcap 150 Index Fund - Growth Option	18.5385
HDFC NIFTY Midcap 150 Index Fund - Growth Option - Direct Plan	18.8142
HDFC NIFTY Next 50 Index Fund - Direct Plan - Growth Option	16.4031
HDFC NIFTY Next 50 Index Fund - Growth Option	16.1187
HDFC NIFTY Reality Index Fund - Regular Plan	10.6465
HDFC NIFTY Realty Index Fund - Direct Plan	10.7295
HDFC Nifty SDL Oct 2026 Index Fund - Growth Option	12.2209
HDFC Nifty SDL Oct 2026 Index Fund - Growth Option - Direct Plan	12.2731
HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund - Growth Option	12.1619
HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund - Growth Option - Direct Plan	12.2089
HDFC NIFTY Smallcap 250 Index Fund - Growth Option	18.6032
HDFC NIFTY Smallcap 250 Index Fund - Growth Option - Direct Plan	18.8742
HDFC Nifty Top 20 Equal Weight Index Fund - Direct	10.9902
HDFC Nifty Top 20 Equal Weight Index Fund - Regular Growth	10.9541
HDFC NIFTY100 Low Volatility 30 Index Fund - Direct Plan	10.8073
HDFC NIFTY100 Low Volatility 30 Index Fund - Regular Plan	10.7362
HDFC Nifty100 Quality 30 Index Fund - Direct Plan	11.1073
HDFC Nifty100 Quality 30 Index Fund - Regular Plan	11.0705
HDFC NIFTY200 Momentum 30 Index Fund - Direct Plan	10.6712
HDFC NIFTY200 Momentum 30 Index Fund - Regular Plan	10.5844
HDFC NIFTY50 Equal weight Index Fund - Direct Plan - Growth Option	18.718
HDFC NIFTY50 Equal weight Index Fund - Growth Option	18.3142
HDFC NIFTY500 Multicap 50:25:25 Index Fund - Direct Plan	10.1415
HDFC NIFTY500 Multicap 50:25:25 index Fund - Regular Plan	10.0834
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct - Growth	12.7817
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct - Payout of IDCW	12.7816
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Regular - Growth	12.6931
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Regular - payout of IDCW	12.693
HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct - Growth	12.2212
HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct - IDCW	12.2214
HSBC CRISIL IBX Gilt June 2027 Index Fund - Regular - Growth	12.1363
HSBC CRISIL IBX Gilt June 2027 Index Fund - Regular - IDCW	12.1365
HSBC NIFTY 50 INDEX FUND - Direct Growth	30.2789
HSBC NIFTY 50 INDEX FUND - Direct IDCW	30.2789
HSBC NIFTY 50 INDEX FUND - Regular Growth	29.7428
HSBC NIFTY 50 INDEX FUND - Regular IDCW	29.7428
HSBC NIFTY NEXT 50 INDEX FUND - Direct Growth	30.3735
HSBC NIFTY NEXT 50 INDEX FUND - Direct IDCW	30.3735
HSBC NIFTY NEXT 50 INDEX FUND - Regular Growth	29.6366
HSBC NIFTY NEXT 50 INDEX FUND - Regular IDCW	29.6367
ICICI Prudential BSE Sensex Index Fund - Cumulative Option	27.5584
ICICI Prudential BSE Sensex Index Fund - Direct Plan - Cumulative Option	27.9176
ICICI Prudential BSE Sensex Index Fund - Direct Plan - IDCW Option	27.9173
ICICI Prudential BSE Sensex Index Fund - IDCW Option	27.5592
ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund - Annual IDCW	10.6152
ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund - Growth	10.6153
ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund- Direct Plan - Annual IDCW	10.6288
ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund- Direct Plan - Growth	10.6288
ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Annual IDCW	10.4297
ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Annual IDCW	10.4422
ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Growth	10.4422
ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Growth	10.4297
ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - Growth	19.3574
ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - IDCW	19.3557
ICICI Prudential NASDAQ 100 Index Fund - Growth	18.9966
ICICI Prudential NASDAQ 100 Index Fund - IDCW	18.9963
ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth	17.2529
ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - IDCW	17.2502
ICICI Prudential Nifty 200 Momentum 30 Index Fund - Growth	16.9115
ICICI Prudential Nifty 200 Momentum 30 Index Fund - IDCW	16.9107
ICICI Prudential Nifty 50 Index Fund - Cumulative Option	259.7116
ICICI Prudential Nifty 50 Index Fund - Direct Plan Cumulative Option	270.7122
ICICI Prudential Nifty 50 Index Fund - Direct Plan IDCW Option	36.4048
ICICI Prudential Nifty 50 Index Fund - IDCW Option	34.5996
ICICI Prudential Nifty 500 Index Fund - Direct Plan - Growth	10.6697
ICICI Prudential Nifty 500 Index Fund - Direct Plan - IDCW	10.6695
ICICI Prudential Nifty 500 Index Fund - Growth	10.6166
ICICI Prudential Nifty 500 Index Fund - IDCW	10.6167
ICICI Prudential Nifty Auto Index Fund - Direct Plan - Growth	21.7670
ICICI Prudential Nifty Auto Index Fund - Direct Plan - IDCW	21.7669
ICICI Prudential Nifty Auto Index Fund - Growth	21.4157
ICICI Prudential Nifty Auto Index Fund - IDCW	21.4162
ICICI Prudential Nifty Bank Index Fund - Direct Plan Growth	16.5920
ICICI Prudential Nifty Bank Index Fund - Direct Plan IDCW	16.5918
ICICI Prudential Nifty Bank Index Fund - Growth	16.1965
ICICI Prudential Nifty Bank Index Fund - IDCW	16.1965
ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Annual IDCW	12.8350
ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Direct Plan - Annual IDCW	12.9090
ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Direct Plan - Growth	12.9097
ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Growth	12.8348
ICICI Prudential Nifty IT Index Fund - Direct Plan - Growth	12.5896
ICICI Prudential Nifty IT Index Fund - Direct Plan - IDCW	12.5957
ICICI Prudential Nifty IT Index Fund - Growth	12.3795
ICICI Prudential Nifty IT Index Fund - IDCW	12.3798
ICICI Prudential Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth	12.4377
ICICI Prudential Nifty LargeMidcap 250 Index Fund - Direct Plan - IDCW	12.4377
ICICI Prudential Nifty LargeMidcap 250 Index Fund - Growth	12.3266
ICICI Prudential Nifty LargeMidcap 250 Index Fund - IDCW	12.3266
ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - Growth	19.5276
ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - IDCW	19.5276
ICICI Prudential Nifty Midcap 150 Index Fund - Growth	19.0090
ICICI Prudential Nifty Midcap 150 Index Fund - IDCW	19.0086
ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  Growth	64.2691
ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  IDCW	64.2451
ICICI Prudential Nifty Next 50 Index Fund - Growth	60.9248
ICICI Prudential Nifty Next 50 Index Fund -IDCW	60.9241
ICICI Prudential Nifty Pharma Index Fund - Direct Plan - Growth	17.2892
ICICI Prudential Nifty Pharma Index Fund - Direct Plan - IDCW	17.2900
ICICI Prudential Nifty Pharma Index Fund - Growth	16.9784
ICICI Prudential Nifty Pharma Index Fund - IDCW	16.9785
ICICI Prudential Nifty Private Bank Index Fund - Direct Plan - Growth	10.1680
ICICI Prudential Nifty Private Bank Index Fund - Growth	10.1524
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Annual - IDCW	12.6566
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Annual - IDCW	12.7566
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Growth	12.7566
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Quarterly - IDCW	10.1235
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Weekly - IDCW	9.9460
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Growth	12.6568
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Quarterly - IDCW	10.1040
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Weekly - IDCW	9.9457
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Annual IDCW	12.7864
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Direct Plan - Annual IDCW	12.8568
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Direct Plan - Growth	12.8565
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Growth	12.7864
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Annual IDCW	12.2431
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Direct Plan - Annual IDCW	12.3131
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Direct Plan - Growth	12.3132
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Growth	12.2433
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Annual IDCW	12.5758
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Direct Plan - Annual IDCW	12.6447
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Direct Plan - Growth	12.6446
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Growth	12.5758
ICICI Prudential Nifty Smallcap 250 Index Fund - Direct Plan - Growth	17.6678
ICICI Prudential Nifty Smallcap 250 Index Fund - Direct Plan - IDCW	17.6671
ICICI Prudential Nifty Smallcap 250 Index Fund - Growth	17.2443
ICICI Prudential Nifty Smallcap 250 Index Fund - IDCW	17.2450
ICICI Prudential Nifty Top 15 Equal Weight Index Fund - Direct Plan - Growth	10.4251
ICICI Prudential Nifty Top 15 Equal Weight Index Fund - Direct Plan - IDCW	10.4257
ICICI Prudential Nifty Top 15 Equal Weight Index Fund - Growth	10.4040
ICICI Prudential Nifty Top 15 Equal Weight Index Fund - IDCW	10.4041
ICICI Prudential Nifty200 Quality 30 Index Fund - Direct Plan - Growth	10.1918
ICICI Prudential Nifty200 Quality 30 Index Fund - Direct Plan - IDCW	10.1914
ICICI Prudential Nifty200 Quality 30 Index Fund - Growth	10.1714
ICICI Prudential Nifty200 Quality 30 Index Fund - IDCW	10.1714
ICICI Prudential Nifty200 Value 30 Index Fund - Direct Plan - Growth	10.0299
ICICI Prudential Nifty200 Value 30 Index Fund - Direct Plan - IDCW	10.0298
ICICI Prudential Nifty200 Value 30 Index Fund - Growth	9.9693
ICICI Prudential Nifty200 Value 30 Index Fund - IDCW	9.9693
ICICI Prudential Nifty50 Equal Weight Index Fund- Direct Plan - Growth	17.1217
ICICI Prudential Nifty50 Equal Weight Index Fund- Direct Plan - IDCW	17.1215
ICICI Prudential Nifty50 Equal Weight Index Fund- Growth	16.8148
ICICI Prudential Nifty50 Equal Weight Index Fund- IDCW	16.8147
ICICI Prudential Nifty50 Value 20 Index Fund - Direct Plan - Growth	11.0631
ICICI Prudential Nifty50 Value 20 Index Fund - Direct Plan - IDCW	11.0631
ICICI Prudential Nifty50 Value 20 Index Fund - Growth	10.9749
ICICI Prudential Nifty50 Value 20 Index Fund - IDCW	10.9748
Invesco India Nifty G-sec Jul 2027 Index Fund - Direct - Growth	1221.543
Invesco India Nifty G-sec Jul 2027 Index Fund - Direct - IDCW Payout	1221.5427
Invesco India Nifty G-sec Jul 2027 Index Fund - Regular - Growth	1216.8754
Invesco India Nifty G-sec Jul 2027 Index Fund - Regular - IDCW Payout	1216.8907
Invesco India Nifty G-sec Sep 2032 Index Fund - Direct - Growth	1246.4787
Invesco India Nifty G-sec Sep 2032 Index Fund - Direct - IDCW Payout	1246.4794
Invesco India Nifty G-sec Sep 2032 Index Fund - Regular - Growth	1241.7467
Invesco India Nifty G-sec Sep 2032 Index Fund - Regular - IDCW Payout	1241.7304
JioBlackRock Nifty 50 Index Fund - Direct Plan - Growth Option	10.4415
JioBlackRock Nifty 8-13 yr G-Sec Index Fund - Direct Plan - Growth Option	10.1108
JioBlackRock Nifty Midcap 150 Index Fund - Direct Plan - Growth Option	10.3642
JioBlackRock Nifty Next 50 Index Fund - Direct Plan - Growth Option	10.3247
JioBlackRock Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option	10.2539
Kotak  BSE Housing Index Fund - Regular Plan - Growth Option	13.85
Kotak  BSE Housing Index Fund - Regular Plan - IDCW Option	13.85
Kotak BSE Housing Index Fund - Direct Plan - Growth Option	14.015
Kotak BSE Housing Index Fund - Direct Plan - IDCW Option	14.014
Kotak BSE PSU Index Fund - Direct Plan - Growth	9.154
Kotak BSE PSU Index Fund - Direct Plan - IDCW Payout and Reinvestment	9.154
Kotak BSE PSU Index Fund - Regular Plan - Growth	9.081
Kotak BSE PSU Index Fund - Regular Plan - IDCW Payout and Reinvestment	9.081
Kotak BSE Sensex Index Fund - Regular - Growth	11.247
Kotak BSE Sensex Index Fund - Regular - IDCW	11.247
Kotak BSE Sensex Index Fund- Direct - Growth	11.26
Kotak BSE Sensex Index Fund- Direct - IDCW	11.26
Kotak CRISIL - IBX AAA Bond Financial Services Index Dec 2026 Fund - Direct - Growth	10.5921
Kotak CRISIL - IBX AAA Bond Financial Services Index Dec 2026 Fund - Direct - IDCW	10.5919
Kotak CRISIL - IBX AAA Bond Financial Services Index Dec 2026 Fund - Regular - Growth	10.5777
Kotak CRISIL - IBX AAA Bond Financial Services Index Dec 2026 Fund - Regular - IDCW	10.5777
Kotak CRISIL -IBX AAA Financial Services Index Sep-2027 Fund-DIRECT PLAN-GROWTH Option	11.0215
Kotak CRISIL -IBX AAA Financial Services Index Sep-2027 Fund-DIRECT PLAN-IDCW	11.0199
Kotak CRISIL -IBX AAA Financial Services Index Sep-2027 Fund-REGULAR PLAN-GROWTH	10.9953
Kotak CRISIL-IBX AAA Financial Services Index Sep-2027 Fund-REGULAR PLAN-IDCW	10.9953
Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Direct-Growth	10.4686
Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Direct-IDCW	10.469
Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Regular-Growth	10.4531
Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Regular-IDCW	10.453
Kotak CRISIL-IBX Financial Services 9 to 12 Months Debt Index Fund - Direct - Growth	10.0609
Kotak CRISIL-IBX Financial Services 9 to 12 Months Debt Index Fund - Direct - IDCW	10.061
Kotak CRISIL-IBX Financial Services 9 to 12 Months Debt Index Fund - Regular - Growth	10.0591
Kotak CRISIL-IBX Financial Services 9 to 12 Months Debt Index Fund - Regular - IDCW	10.0591
Kotak Nifty 100 Equal Weight Index Fund - Direct Plan - Growth	10.858
Kotak Nifty 100 Equal Weight index Fund - Direct Plan - IDCW Option	10.857
Kotak Nifty 100 Equal Weight Index Fund - Regular Plan - Growth	10.812
Kotak Nifty 100 Equal Weight Index Fund - Regular Plan - IDCW Option	10.812
Kotak NIFTY 100 Low Volatility 30 Index Fund - Direct plan - Growth option	11.2637
Kotak NIFTY 100 Low Volatility 30 Index Fund - Direct plan - IDCW option	11.2638
Kotak NIFTY 100 Low Volatility 30 Index Fund - Regular plan - Growth option	11.1658
Kotak NIFTY 100 Low Volatility 30 Index Fund - Regular plan - IDCW option	11.1658
Kotak Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth Option	15.184
Kotak Nifty 200 Momentum 30 Index Fund - Direct Plan - IDCW Payout	15.184
Kotak Nifty 200 Momentum 30 Index Fund - Regular Plan - Growth Option	15.008
Kotak Nifty 200 Momentum 30 Index Fund - Regular Plan - IDCW Payout	15.008
KOTAK NIFTY 200 QUALITY 30 INDEX FUND - DIRECT PLAN - GROWTH	10.25
KOTAK NIFTY 200 QUALITY 30 INDEX FUND - DIRECT PLAN - IDCW - PAYOUT AND REINVESTMENT	10.25
KOTAK NIFTY 200 QUALITY 30 INDEX FUND - REGULAR PLAN - GROWTH	10.239
KOTAK NIFTY 200 QUALITY 30 INDEX FUND - REGULAR PLAN - IDCW - PAYOUT AND REINVESTMENT	10.239
Kotak Nifty 50 Equal Weight Index Fund - Direct Plan - Growth	11.274
Kotak Nifty 50 Equal Weight Index Fund - Direct Plan - IDCW Option	11.274
Kotak Nifty 50 Equal Weight Index Fund - Regular Plan - Growth	11.226
Kotak Nifty 50 Equal Weight Index Fund - Regular Plan - IDCW Option	11.226
Kotak Nifty 50 Index Fund - Direct Plan-Growth	17.117
Kotak Nifty 50 Index Fund - Direct Plan-IDCW Payout	17.113
Kotak Nifty 50 Index Fund - Regular Plan-Growth	16.883
Kotak Nifty 50 Index Fund - Regular Plan-IDCW Payout	16.883
Kotak Nifty AAA Bond Financial Services Mar 2028 Index Fund - Direct Plan - Growth	10.1949
Kotak Nifty AAA Bond Financial Services Mar 2028 Index Fund - Direct Plan - IDCW - Payout & Reinvestment	10.1948
Kotak Nifty AAA Bond Financial Services Mar 2028 Index Fund - Regular Plan - Growth	10.1885
Kotak Nifty AAA Bond Financial Services Mar 2028 Index Fund - Regular Plan - IDCW - Payout & Reinvestment	10.1885
Kotak Nifty Alpha 50 Index Fund - Direct Plan - Growth	9.974
Kotak Nifty Alpha 50 Index Fund - Direct Plan - IDCW - Payout & Reinvestment	9.974
Kotak Nifty Alpha 50 Index Fund - Regular Plan - Growth	9.962
Kotak Nifty Alpha 50 Index Fund - Regular Plan - IDCW - Payout & Reinvestment	9.962
Kotak Nifty Commodities Index Fund-Direct Growth	11.62
KOTAK NIFTY COMMODITIES INDEX FUND-DIRECT-IDCW-PAYOUT & REINVESTMENT	11.621
KOTAK NIFTY COMMODITIES INDEX FUND-REGULAR GROWTH	11.602
KOTAK NIFTY COMMODITIES INDEX FUND-REGULAR-IDCW-PAYOUT & REINVESTMENT	11.601
Kotak Nifty Financial Services Ex-Bank Index Fund - Direct Plan - Growth option	16.42
Kotak Nifty Financial Services Ex-Bank Index Fund - Direct Plan - IDCW option	16.42
Kotak Nifty Financial Services Ex-Bank Index Fund - Regular Plan - Growth option	16.222
Kotak Nifty Financial Services Ex-Bank Index Fund - Regular Plan - IDCW option	16.222
Kotak Nifty G-Sec July 2033 Index Fund - Direct Plan - Growth	12.017
Kotak Nifty G-Sec July 2033 Index Fund - Direct Plan - IDCW Payout	12.0171
Kotak Nifty G-Sec July 2033 Index Fund - Regular Plan - Growth	11.9558
Kotak Nifty G-Sec July 2033 Index Fund - Regular Plan - IDCW Payout	11.9557
Kotak Nifty India Tourism Index Fund-Direct Plan-IDCW Option	9.723
Kotak Nifty India Tourism Index Fund-Direct-Growth Option	9.723
Kotak Nifty India Tourism Index Fund-Regular plan-Growth	9.656
Kotak Nifty India Tourism Index Fund-Regular Plan-IDCW Option	9.656
KOTAK NIFTY MIDCAP 150 INDEX FUND-DIRECT PLAN-GROWTH	11.328
KOTAK NIFTY MIDCAP 150 INDEX FUND-DIRECT PLAN-IDCW-PAYOUT AND REINVESTMENT	11.328
KOTAK NIFTY MIDCAP 150 INDEX FUND-REGULAR PLAN-GROWTH	11.295
KOTAK NIFTY MIDCAP 150 INDEX FUND-REGULAR PLAN-IDCW PAYOUT AND REINVESTMENT	11.295
Kotak Nifty Midcap 150 Momentum 50 Index Fund-Direct Plan-Growth	9.371
Kotak Nifty Midcap 150 Momentum 50 Index Fund-Direct Plan-IDCW option	9.371
Kotak Nifty Midcap 150 Momentum 50 Index Fund-Regular Plan-Growth	9.307
Kotak Nifty Midcap 150 Momentum 50 Index Fund-Regular plan-IDCW option	9.307
KOTAK NIFTY MIDCAP 50 INDEX FUND-DIRECT PLAN- GROWTH	10.389
KOTAK NIFTY MIDCAP 50 INDEX FUND-DIRECT PLAN-IDCW PAYOUT AND REINVESTMENT	10.389
KOTAK NIFTY MIDCAP 50 INDEX FUND-REGULAR PLAN-GROWTH	10.313
KOTAK NIFTY MIDCAP 50 INDEX FUND-REGULAR PLAN-IDCW PAYOUT AND REINVESTMENT	10.313
Kotak Nifty Next 50 Index Fund - Direct Plan - Growth Option	20.3006
Kotak Nifty Next 50 Index Fund - Direct Plan -Payout of Income Distribution cum capital withdrawal option	20.3003
Kotak Nifty Next 50 Index Fund - Regular Plan - Growth Option	19.8258
Kotak Nifty Next 50 Index Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option	19.8263
Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Direct Plan-Growth	12.6017
Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Regular Plan- Growth	12.5297
Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Regular Plan-IDCW Option	12.5299
Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund-Direct Plan-IDCW Option	12.601
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Direct Plan- Growth	12.942
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Direct Plan-IDCW Option	12.9406
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Regular Plan-Growth	12.8604
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Regular Plan-IDCW Option	12.8644
Kotak Nifty SDL Jul 2026 Index Fund Direct Plan Growth	12.2979
Kotak Nifty SDL Jul 2026 Index Fund Direct Plan IDCW	11.8669
Kotak Nifty SDL Jul 2026 Index Fund Regular Plan Growth	12.2251
Kotak Nifty SDL Jul 2026 Index Fund Regular Plan IDCW	12.2253
Kotak Nifty SDL Jul 2033 Index Fund Direct Plan Growth Option	12.5019
Kotak Nifty SDL Jul 2033 Index Fund Direct Plan IDCW	12.1343
Kotak Nifty SDL Jul 2033 Index Fund Regular Plan Growth Option	12.4216
Kotak Nifty SDL Jul 2033 Index Fund Regular Plan IDCW	12.4216
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Direct Plan - Growth	12.7109
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Direct Plan - IDCW	12.7109
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Regular Plan - Growth	12.636
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Regular Plan - IDCW	12.632
Kotak Nifty SmallCap 250 Index Fund - Direct - IDCW	11.247
Kotak Nifty SmallCap 250 Index Fund- Direct - Growth	11.247
Kotak Nifty SmallCap 250 Index Fund- Regular - Growth	11.206
Kotak Nifty SmallCap 250 Index Fund- Regular - IDCW	11.206
Kotak Nifty Smallcap 50 Index Fund - Direct Plan - Growth	20.753
Kotak Nifty Smallcap 50 Index Fund - Direct Plan - IDCW	20.764
Kotak Nifty Smallcap 50 Index Fund - Regular Plan - Growth	20.417
Kotak Nifty Smallcap 50 Index Fund - Regular Plan - IDCW	20.417
Kotak Nifty Top 10 Equal Weight Index Fund-Direct Plan-Growth	10.405
